ms_of_day,price,date
50640000,4871.11,20240125
50700000,4872.53,20240125
50760000,4872.49,20240125
50820000,4872.61,20240125
50880000,4871.96,20240125
50940000,4869.94,20240125
51000000,4870.71,20240125
51060000,4871.84,20240125
51120000,4874.31,20240125
51180000,4874.27,20240125
51240000,4873.96,20240125
51300000,4874.06,20240125
51360000,4873.65,20240125
51420000,4873.48,20240125
51480000,4873.64,20240125
51540000,4873.01,20240125
51600000,4875.83,20240125
51660000,4875.44,20240125
51720000,4875.29,20240125
51780000,4875.71,20240125
51840000,4873.39,20240125
51900000,4873.76,20240125
51960000,4874.84,20240125
52020000,4874.49,20240125
52080000,4876.1,20240125
52140000,4876.39,20240125
52200000,4876.92,20240125
52260000,4877.7,20240125
52320000,4877.94,20240125
52380000,4876.87,20240125
52440000,4878.24,20240125
52500000,4878.52,20240125
52560000,4878.9,20240125
52620000,4876.58,20240125
52680000,4875.37,20240125
52740000,4875.35,20240125
52800000,4876.17,20240125
52860000,4875.8,20240125
52920000,4875.78,20240125
52980000,4874.99,20240125
53040000,4874.2,20240125
53100000,4875.1,20240125
53160000,4875.6,20240125
53220000,4874.37,20240125
53280000,4873.59,20240125
53340000,4875.28,20240125
53400000,4874.69,20240125
53460000,4873.61,20240125
53520000,4874.72,20240125
53580000,4876.9,20240125
53640000,4877.26,20240125
53700000,4878.93,20240125
53760000,4880.3,20240125
53820000,4879.84,20240125
53880000,4879.58,20240125
53940000,4880.38,20240125
54000000,4881.74,20240125
54060000,4881.38,20240125
54120000,4880.83,20240125
54180000,4881.13,20240125
54240000,4882.52,20240125
54300000,4882.32,20240125
54360000,4882.31,20240125
54420000,4880.97,20240125
54480000,4880.65,20240125
54540000,4882.04,20240125
54600000,4881.85,20240125
54660000,4881.9,20240125
54720000,4881.86,20240125
54780000,4881.07,20240125
54840000,4880.43,20240125
54900000,4879.23,20240125
54960000,4879.67,20240125
55020000,4880.24,20240125
55080000,4880.33,20240125
55140000,4880.57,20240125
55200000,4882.95,20240125
55260000,4882.35,20240125
55320000,4881.78,20240125
55380000,4882.54,20240125
55440000,4881.78,20240125
55500000,4879.99,20240125
55560000,4881.52,20240125
55620000,4881.05,20240125
55680000,4880.77,20240125
55740000,4881.33,20240125
55800000,4880.66,20240125
55860000,4880.8,20240125
55920000,4882.71,20240125
55980000,4884.09,20240125
56040000,4887.2,20240125
56100000,4886.25,20240125
56160000,4887.96,20240125
56220000,4887.51,20240125
56280000,4885.25,20240125
56340000,4884.88,20240125
56400000,4885.81,20240125
56460000,4887.44,20240125
56520000,4886.07,20240125
56580000,4884.7,20240125
56640000,4884.79,20240125
56700000,4885.24,20240125
56760000,4885.37,20240125
56820000,4886.14,20240125
56880000,4885.7,20240125
56940000,4885.81,20240125
57000000,4886.26,20240125
57060000,4889.86,20240125
57120000,4887.51,20240125
57180000,4887.0,20240125
57240000,4887.7,20240125
57300000,4888.61,20240125
57360000,4888.78,20240125
57420000,4890.08,20240125
57480000,4891.48,20240125
57540000,4892.64,20240125
57600000,4894.97,20240125
34200000,0.0,20240126
34260000,4892.98,20240126
34320000,4894.29,20240126
34380000,4897.57,20240126
34440000,4897.56,20240126
34500000,4896.68,20240126
34560000,4896.62,20240126
34620000,4893.1,20240126
34680000,4891.68,20240126
34740000,4894.22,20240126
34800000,4894.61,20240126
34860000,4893.87,20240126
34920000,4893.62,20240126
34980000,4893.95,20240126
35040000,4894.86,20240126
35100000,4894.59,20240126
35160000,4892.0,20240126
35220000,4893.21,20240126
35280000,4891.79,20240126
35340000,4890.97,20240126
35400000,4891.36,20240126
35460000,4892.21,20240126
35520000,4889.57,20240126
35580000,4888.44,20240126
35640000,4888.21,20240126
35700000,4889.6,20240126
35760000,4888.6,20240126
35820000,4888.7,20240126
35880000,4890.07,20240126
35940000,4891.12,20240126
36000000,4892.72,20240126
36060000,4891.09,20240126
36120000,4890.56,20240126
36180000,4890.45,20240126
36240000,4890.33,20240126
36300000,4890.15,20240126
36360000,4887.19,20240126
36420000,4887.14,20240126
36480000,4889.77,20240126
36540000,4889.81,20240126
36600000,4889.56,20240126
36660000,4890.07,20240126
36720000,4889.79,20240126
36780000,4891.42,20240126
36840000,4891.4,20240126
36900000,4891.35,20240126
36960000,4889.95,20240126
37020000,4888.46,20240126
37080000,4887.9,20240126
37140000,4888.09,20240126
37200000,4889.58,20240126
37260000,4890.54,20240126
37320000,4893.16,20240126
37380000,4893.11,20240126
37440000,4892.21,20240126
37500000,4893.42,20240126
37560000,4895.29,20240126
37620000,4896.19,20240126
37680000,4896.06,20240126
37740000,4897.38,20240126
37800000,4897.35,20240126
37860000,4897.11,20240126
37920000,4898.26,20240126
37980000,4899.97,20240126
38040000,4899.72,20240126
38100000,4899.51,20240126
38160000,4898.93,20240126
38220000,4899.76,20240126
38280000,4900.97,20240126
38340000,4900.9,20240126
38400000,4900.02,20240126
38460000,4900.34,20240126
38520000,4900.74,20240126
38580000,4900.94,20240126
38640000,4902.17,20240126
38700000,4902.47,20240126
38760000,4902.81,20240126
38820000,4903.92,20240126
38880000,4902.65,20240126
38940000,4903.52,20240126
39000000,4903.69,20240126
39060000,4904.93,20240126
39120000,4904.32,20240126
39180000,4903.51,20240126
39240000,4903.41,20240126
39300000,4904.11,20240126
39360000,4905.37,20240126
39420000,4903.9,20240126
39480000,4904.37,20240126
39540000,4904.69,20240126
39600000,4906.0,20240126
39660000,4906.12,20240126
39720000,4904.29,20240126
39780000,4904.61,20240126
39840000,4902.86,20240126
39900000,4903.01,20240126
39960000,4902.45,20240126
40020000,4902.1,20240126
40080000,4902.8,20240126
40140000,4903.11,20240126
40200000,4903.56,20240126
40260000,4903.35,20240126
40320000,4901.76,20240126
40380000,4901.92,20240126
40440000,4900.65,20240126
40500000,4899.88,20240126
40560000,4900.46,20240126
40620000,4900.36,20240126
40680000,4901.58,20240126
40740000,4899.78,20240126
40800000,4899.46,20240126
40860000,4899.47,20240126
40920000,4900.86,20240126
40980000,4900.71,20240126
41040000,4901.38,20240126
41100000,4901.35,20240126
41160000,4902.45,20240126
41220000,4902.68,20240126
41280000,4902.33,20240126
41340000,4902.32,20240126
41400000,4902.44,20240126
41460000,4902.53,20240126
41520000,4902.86,20240126
41580000,4902.81,20240126
41640000,4903.23,20240126
41700000,4902.38,20240126
41760000,4901.93,20240126
41820000,4900.88,20240126
41880000,4898.78,20240126
41940000,4897.9,20240126
42000000,4897.86,20240126
42060000,4898.49,20240126
42120000,4897.18,20240126
42180000,4897.48,20240126
42240000,4897.07,20240126
42300000,4897.81,20240126
42360000,4897.54,20240126
42420000,4897.01,20240126
42480000,4897.49,20240126
42540000,4899.27,20240126
42600000,4900.49,20240126
42660000,4901.24,20240126
42720000,4900.97,20240126
42780000,4900.84,20240126
42840000,4901.53,20240126
42900000,4901.48,20240126
42960000,4901.16,20240126
43020000,4902.53,20240126
43080000,4902.98,20240126
43140000,4902.82,20240126
43200000,4902.8,20240126
43260000,4902.47,20240126
43320000,4903.09,20240126
43380000,4902.99,20240126
43440000,4902.82,20240126
43500000,4902.78,20240126
43560000,4903.42,20240126
43620000,4903.83,20240126
43680000,4903.24,20240126
43740000,4902.26,20240126
43800000,4900.37,20240126
43860000,4898.74,20240126
43920000,4899.12,20240126
43980000,4898.99,20240126
44040000,4901.27,20240126
44100000,4901.55,20240126
44160000,4901.72,20240126
44220000,4902.07,20240126
44280000,4902.79,20240126
44340000,4902.52,20240126
44400000,4902.96,20240126
44460000,4902.42,20240126
44520000,4903.05,20240126
44580000,4903.33,20240126
44640000,4901.49,20240126
44700000,4899.53,20240126
44760000,4900.06,20240126
44820000,4899.74,20240126
44880000,4899.58,20240126
44940000,4899.24,20240126
45000000,4899.48,20240126
45060000,4897.48,20240126
45120000,4896.29,20240126
45180000,4894.22,20240126
45240000,4895.96,20240126
45300000,4895.04,20240126
45360000,4892.36,20240126
45420000,4890.36,20240126
45480000,4890.07,20240126
45540000,4888.05,20240126
45600000,4889.47,20240126
45660000,4889.71,20240126
45720000,4890.27,20240126
45780000,4889.07,20240126
45840000,4888.19,20240126
45900000,4888.83,20240126
45960000,4889.47,20240126
46020000,4889.13,20240126
46080000,4888.8,20240126
46140000,4887.06,20240126
46200000,4883.74,20240126
46260000,4884.6,20240126
46320000,4883.45,20240126
46380000,4883.74,20240126
46440000,4884.37,20240126
46500000,4887.04,20240126
46560000,4885.97,20240126
46620000,4885.21,20240126
46680000,4884.77,20240126
46740000,4885.8,20240126
46800000,4885.83,20240126
46860000,4883.67,20240126
46920000,4885.05,20240126
46980000,4886.5,20240126
47040000,4886.24,20240126
47100000,4886.4,20240126
47160000,4886.34,20240126
47220000,4885.89,20240126
47280000,4885.91,20240126
47340000,4887.03,20240126
47400000,4887.72,20240126
47460000,4887.83,20240126
47520000,4887.4,20240126
47580000,4888.63,20240126
47640000,4888.06,20240126
47700000,4887.19,20240126
47760000,4885.86,20240126
47820000,4886.37,20240126
47880000,4886.01,20240126
47940000,4885.44,20240126
48000000,4885.39,20240126
48060000,4886.62,20240126
48120000,4887.09,20240126
48180000,4889.27,20240126
48240000,4889.12,20240126
48300000,4888.8,20240126
48360000,4889.79,20240126
48420000,4889.9,20240126
48480000,4890.15,20240126
48540000,4887.96,20240126
48600000,4889.37,20240126
48660000,4889.58,20240126
48720000,4888.61,20240126
48780000,4888.39,20240126
48840000,4887.32,20240126
48900000,4889.58,20240126
48960000,4888.9,20240126
49020000,4888.63,20240126
49080000,4888.93,20240126
49140000,4888.83,20240126
49200000,4888.11,20240126
49260000,4885.73,20240126
49320000,4884.33,20240126
49380000,4883.45,20240126
49440000,4883.07,20240126
49500000,4884.12,20240126
49560000,4884.47,20240126
49620000,4882.53,20240126
49680000,4882.44,20240126
49740000,4883.21,20240126
49800000,4882.87,20240126
49860000,4883.48,20240126
49920000,4883.77,20240126
49980000,4882.93,20240126
50040000,4882.27,20240126
50100000,4882.97,20240126
50160000,4882.92,20240126
50220000,4884.03,20240126
50280000,4885.64,20240126
50340000,4886.07,20240126
50400000,4885.24,20240126
50460000,4885.35,20240126
50520000,4886.55,20240126
50580000,4887.0,20240126
50640000,4888.29,20240126
50700000,4888.8,20240126
50760000,4888.96,20240126
50820000,4889.6,20240126
50880000,4888.63,20240126
50940000,4888.71,20240126
51000000,4888.51,20240126
51060000,4888.92,20240126
51120000,4888.8,20240126
51180000,4887.57,20240126
51240000,4887.81,20240126
51300000,4888.12,20240126
51360000,4889.04,20240126
51420000,4889.54,20240126
51480000,4889.66,20240126
51540000,4888.82,20240126
51600000,4888.29,20240126
51660000,4887.87,20240126
51720000,4886.78,20240126
51780000,4888.7,20240126
51840000,4887.57,20240126
51900000,4886.58,20240126
51960000,4887.07,20240126
52020000,4886.66,20240126
52080000,4886.11,20240126
52140000,4887.79,20240126
52200000,4887.37,20240126
52260000,4887.08,20240126
52320000,4887.12,20240126
52380000,4886.3,20240126
52440000,4886.14,20240126
52500000,4885.98,20240126
52560000,4887.18,20240126
52620000,4888.31,20240126
52680000,4889.01,20240126
52740000,4889.52,20240126
52800000,4889.98,20240126
52860000,4891.28,20240126
52920000,4892.87,20240126
52980000,4891.74,20240126
53040000,4892.04,20240126
53100000,4892.97,20240126
53160000,4892.78,20240126
53220000,4894.4,20240126
53280000,4893.5,20240126
53340000,4894.18,20240126
53400000,4893.78,20240126
53460000,4894.34,20240126
53520000,4896.51,20240126
53580000,4896.13,20240126
53640000,4894.53,20240126
53700000,4894.09,20240126
53760000,4892.62,20240126
53820000,4892.61,20240126
53880000,4893.44,20240126
53940000,4894.82,20240126
54000000,4895.28,20240126
54060000,4894.9,20240126
54120000,4894.41,20240126
54180000,4895.34,20240126
54240000,4894.66,20240126
54300000,4894.2,20240126
54360000,4892.96,20240126
54420000,4894.55,20240126
54480000,4894.28,20240126
54540000,4893.98,20240126
54600000,4893.26,20240126
54660000,4894.06,20240126
54720000,4892.87,20240126
54780000,4893.47,20240126
54840000,4894.24,20240126
54900000,4894.79,20240126
54960000,4895.25,20240126
55020000,4895.42,20240126
55080000,4894.91,20240126
55140000,4894.46,20240126
55200000,4893.98,20240126
55260000,4892.12,20240126
55320000,4891.41,20240126
55380000,4890.61,20240126
55440000,4891.04,20240126
55500000,4891.25,20240126
55560000,4892.52,20240126
55620000,4891.55,20240126
55680000,4890.99,20240126
55740000,4890.21,20240126
55800000,4890.09,20240126
55860000,4889.23,20240126
55920000,4889.32,20240126
55980000,4889.51,20240126
56040000,4888.28,20240126
56100000,4889.12,20240126
56160000,4889.63,20240126
56220000,4888.66,20240126
56280000,4888.84,20240126
56340000,4888.23,20240126
56400000,4887.55,20240126
56460000,4887.59,20240126
56520000,4887.43,20240126
56580000,4888.71,20240126
56640000,4889.14,20240126
56700000,4888.68,20240126
56760000,4887.38,20240126
56820000,4888.58,20240126
56880000,4889.73,20240126
56940000,4888.65,20240126
57000000,4889.8,20240126
57060000,4890.68,20240126
57120000,4890.46,20240126
57180000,4888.49,20240126
57240000,4888.62,20240126
57300000,4889.02,20240126
57360000,4890.82,20240126
57420000,4889.82,20240126
57480000,4890.31,20240126
57540000,4889.65,20240126
57600000,4890.65,20240126
34200000,0.0,20240129
34260000,4891.24,20240129
34320000,4891.43,20240129
34380000,4892.02,20240129
34440000,4893.28,20240129
34500000,4894.44,20240129
34560000,4895.77,20240129
34620000,4896.76,20240129
34680000,4896.39,20240129
34740000,4893.9,20240129
34800000,4894.49,20240129
34860000,4894.67,20240129
34920000,4893.59,20240129
34980000,4894.86,20240129
35040000,4894.46,20240129
35100000,4894.66,20240129
35160000,4895.6,20240129
35220000,4894.98,20240129
35280000,4893.36,20240129
35340000,4893.86,20240129
35400000,4894.62,20240129
35460000,4895.49,20240129
35520000,4894.46,20240129
35580000,4894.53,20240129
35640000,4895.18,20240129
35700000,4896.07,20240129
35760000,4896.35,20240129
35820000,4895.82,20240129
35880000,4895.15,20240129
35940000,4895.32,20240129
36000000,4896.63,20240129
36060000,4895.81,20240129
36120000,4895.77,20240129
36180000,4895.85,20240129
36240000,4894.26,20240129
36300000,4892.84,20240129
36360000,4893.93,20240129
36420000,4894.42,20240129
36480000,4893.88,20240129
36540000,4895.66,20240129
36600000,4896.28,20240129
36660000,4896.61,20240129
36720000,4896.18,20240129
36780000,4898.07,20240129
36840000,4896.64,20240129
36900000,4897.03,20240129
36960000,4897.76,20240129
37020000,4897.55,20240129
37080000,4897.78,20240129
37140000,4897.85,20240129
37200000,4898.17,20240129
37260000,4898.07,20240129
37320000,4895.4,20240129
37380000,4893.01,20240129
37440000,4892.34,20240129
37500000,4892.36,20240129
37560000,4890.24,20240129
37620000,4891.26,20240129
37680000,4892.11,20240129
37740000,4892.43,20240129
37800000,4892.46,20240129
37860000,4894.15,20240129
37920000,4893.78,20240129
37980000,4891.26,20240129
38040000,4888.08,20240129
38100000,4889.93,20240129
38160000,4889.5,20240129
38220000,4889.28,20240129
38280000,4889.94,20240129
38340000,4892.18,20240129
38400000,4893.03,20240129
38460000,4893.66,20240129
38520000,4893.31,20240129
38580000,4893.42,20240129
38640000,4890.86,20240129
38700000,4891.49,20240129
38760000,4891.94,20240129
38820000,4892.25,20240129
38880000,4890.69,20240129
38940000,4890.42,20240129
39000000,4890.28,20240129
39060000,4889.26,20240129
39120000,4890.9,20240129
39180000,4891.01,20240129
39240000,4890.65,20240129
39300000,4891.47,20240129
39360000,4891.29,20240129
39420000,4890.56,20240129
39480000,4888.38,20240129
39540000,4888.66,20240129
39600000,4888.92,20240129
39660000,4887.6,20240129
39720000,4888.35,20240129
39780000,4888.8,20240129
39840000,4889.87,20240129
39900000,4889.49,20240129
39960000,4889.9,20240129
40020000,4889.42,20240129
40080000,4889.26,20240129
40140000,4889.36,20240129
40200000,4889.89,20240129
40260000,4890.91,20240129
40320000,4890.61,20240129
40380000,4891.09,20240129
40440000,4891.59,20240129
40500000,4891.67,20240129
40560000,4891.11,20240129
40620000,4892.75,20240129
40680000,4892.68,20240129
40740000,4892.72,20240129
40800000,4892.93,20240129
40860000,4892.95,20240129
40920000,4892.55,20240129
40980000,4890.35,20240129
41040000,4890.7,20240129
41100000,4891.52,20240129
41160000,4892.77,20240129
41220000,4890.76,20240129
41280000,4892.58,20240129
41340000,4893.91,20240129
41400000,4893.38,20240129
41460000,4894.07,20240129
41520000,4894.7,20240129
41580000,4894.24,20240129
41640000,4894.38,20240129
41700000,4893.88,20240129
41760000,4893.31,20240129
41820000,4894.43,20240129
41880000,4894.36,20240129
41940000,4894.2,20240129
42000000,4894.77,20240129
42060000,4894.47,20240129
42120000,4895.18,20240129
42180000,4895.53,20240129
42240000,4895.41,20240129
42300000,4895.45,20240129
42360000,4896.18,20240129
42420000,4896.12,20240129
42480000,4895.53,20240129
42540000,4896.03,20240129
42600000,4895.94,20240129
42660000,4896.06,20240129
42720000,4895.31,20240129
42780000,4895.94,20240129
42840000,4896.38,20240129
42900000,4896.76,20240129
42960000,4897.16,20240129
43020000,4896.89,20240129
43080000,4897.06,20240129
43140000,4896.85,20240129
43200000,4897.16,20240129
43260000,4897.15,20240129
43320000,4895.4,20240129
43380000,4895.74,20240129
43440000,4896.01,20240129
43500000,4895.92,20240129
43560000,4895.47,20240129
43620000,4895.49,20240129
43680000,4895.22,20240129
43740000,4895.69,20240129
43800000,4896.11,20240129
43860000,4896.99,20240129
43920000,4896.71,20240129
43980000,4897.12,20240129
44040000,4896.67,20240129
44100000,4896.42,20240129
44160000,4896.14,20240129
44220000,4897.16,20240129
44280000,4897.65,20240129
44340000,4896.52,20240129
44400000,4896.13,20240129
44460000,4895.52,20240129
44520000,4895.69,20240129
44580000,4895.95,20240129
44640000,4897.69,20240129
44700000,4899.03,20240129
44760000,4899.07,20240129
44820000,4899.96,20240129
44880000,4899.26,20240129
44940000,4898.14,20240129
45000000,4898.27,20240129
45060000,4899.05,20240129
45120000,4899.78,20240129
45180000,4899.64,20240129
45240000,4899.26,20240129
45300000,4899.31,20240129
45360000,4899.51,20240129
45420000,4900.17,20240129
45480000,4901.14,20240129
45540000,4900.44,20240129
45600000,4901.05,20240129
45660000,4900.85,20240129
45720000,4901.09,20240129
45780000,4898.79,20240129
45840000,4899.0,20240129
45900000,4899.02,20240129
45960000,4898.59,20240129
46020000,4895.6,20240129
46080000,4896.25,20240129
46140000,4895.86,20240129
46200000,4895.95,20240129
46260000,4896.85,20240129
46320000,4896.72,20240129
46380000,4895.77,20240129
46440000,4895.98,20240129
46500000,4896.38,20240129
46560000,4897.16,20240129
46620000,4897.99,20240129
46680000,4897.83,20240129
46740000,4898.1,20240129
46800000,4897.53,20240129
46860000,4896.63,20240129
46920000,4894.95,20240129
46980000,4895.36,20240129
47040000,4895.83,20240129
47100000,4895.99,20240129
47160000,4897.21,20240129
47220000,4896.84,20240129
47280000,4897.04,20240129
47340000,4897.71,20240129
47400000,4897.02,20240129
47460000,4895.98,20240129
47520000,4895.53,20240129
47580000,4895.67,20240129
47640000,4896.67,20240129
47700000,4896.44,20240129
47760000,4896.25,20240129
47820000,4897.51,20240129
47880000,4897.45,20240129
47940000,4897.22,20240129
48000000,4897.29,20240129
48060000,4897.5,20240129
48120000,4897.92,20240129
48180000,4897.47,20240129
48240000,4898.07,20240129
48300000,4898.31,20240129
48360000,4900.01,20240129
48420000,4899.33,20240129
48480000,4899.92,20240129
48540000,4899.58,20240129
48600000,4899.9,20240129
48660000,4899.81,20240129
48720000,4899.96,20240129
48780000,4899.65,20240129
48840000,4899.21,20240129
48900000,4899.45,20240129
48960000,4899.98,20240129
49020000,4900.08,20240129
49080000,4900.06,20240129
49140000,4899.8,20240129
49200000,4899.57,20240129
49260000,4899.69,20240129
49320000,4899.85,20240129
49380000,4900.61,20240129
49440000,4900.87,20240129
49500000,4900.19,20240129
49560000,4900.14,20240129
49620000,4899.99,20240129
49680000,4900.16,20240129
49740000,4900.32,20240129
49800000,4899.86,20240129
49860000,4899.2,20240129
49920000,4898.62,20240129
49980000,4898.72,20240129
50040000,4898.8,20240129
50100000,4898.29,20240129
50160000,4898.43,20240129
50220000,4897.94,20240129
50280000,4897.99,20240129
50340000,4897.9,20240129
50400000,4897.64,20240129
50460000,4897.18,20240129
50520000,4897.65,20240129
50580000,4898.8,20240129
50640000,4898.63,20240129
50700000,4898.52,20240129
50760000,4899.4,20240129
50820000,4899.69,20240129
50880000,4899.66,20240129
50940000,4899.71,20240129
51000000,4900.5,20240129
51060000,4902.32,20240129
51120000,4903.16,20240129
51180000,4902.84,20240129
51240000,4903.04,20240129
51300000,4903.21,20240129
51360000,4904.34,20240129
51420000,4904.02,20240129
51480000,4902.97,20240129
51540000,4902.7,20240129
51600000,4902.05,20240129
51660000,4902.73,20240129
51720000,4902.51,20240129
51780000,4903.33,20240129
51840000,4902.84,20240129
51900000,4902.95,20240129
51960000,4902.67,20240129
52020000,4902.71,20240129
52080000,4902.76,20240129
52140000,4903.33,20240129
52200000,4903.51,20240129
52260000,4903.36,20240129
52320000,4903.73,20240129
52380000,4903.59,20240129
52440000,4904.07,20240129
52500000,4904.66,20240129
52560000,4905.08,20240129
52620000,4905.14,20240129
52680000,4904.74,20240129
52740000,4904.51,20240129
52800000,4905.15,20240129
52860000,4905.51,20240129
52920000,4904.95,20240129
52980000,4906.06,20240129
53040000,4906.13,20240129
53100000,4905.52,20240129
53160000,4905.05,20240129
53220000,4904.98,20240129
53280000,4905.63,20240129
53340000,4904.71,20240129
53400000,4903.16,20240129
53460000,4903.86,20240129
53520000,4904.17,20240129
53580000,4903.65,20240129
53640000,4903.84,20240129
53700000,4904.08,20240129
53760000,4904.91,20240129
53820000,4905.23,20240129
53880000,4905.23,20240129
53940000,4904.67,20240129
54000000,4904.77,20240129
54060000,4911.33,20240129
54120000,4915.61,20240129
54180000,4914.12,20240129
54240000,4911.93,20240129
54300000,4913.88,20240129
54360000,4913.12,20240129
54420000,4913.79,20240129
54480000,4916.16,20240129
54540000,4917.94,20240129
54600000,4915.91,20240129
54660000,4916.02,20240129
54720000,4917.5,20240129
54780000,4916.93,20240129
54840000,4916.6,20240129
54900000,4916.29,20240129
54960000,4917.69,20240129
55020000,4919.6,20240129
55080000,4919.51,20240129
55140000,4922.24,20240129
55200000,4923.43,20240129
55260000,4924.39,20240129
55320000,4923.82,20240129
55380000,4924.12,20240129
55440000,4925.48,20240129
55500000,4926.11,20240129
55560000,4928.12,20240129
55620000,4928.48,20240129
55680000,4927.04,20240129
55740000,4924.63,20240129
55800000,4925.13,20240129
55860000,4927.23,20240129
55920000,4926.91,20240129
55980000,4927.11,20240129
56040000,4925.96,20240129
56100000,4926.22,20240129
56160000,4925.27,20240129
56220000,4926.5,20240129
56280000,4924.97,20240129
56340000,4924.08,20240129
56400000,4924.06,20240129
56460000,4922.93,20240129
56520000,4923.19,20240129
56580000,4923.2,20240129
56640000,4923.33,20240129
56700000,4922.82,20240129
56760000,4920.76,20240129
56820000,4920.12,20240129
56880000,4921.66,20240129
56940000,4922.41,20240129
57000000,4921.03,20240129
57060000,4923.16,20240129
57120000,4921.68,20240129
57180000,4922.01,20240129
57240000,4923.11,20240129
57300000,4921.87,20240129
57360000,4924.42,20240129
57420000,4925.41,20240129
57480000,4926.14,20240129
57540000,4928.03,20240129
57600000,4928.22,20240129
34200000,0.0,20240130
34260000,4925.43,20240130
34320000,4924.65,20240130
34380000,4923.4,20240130
34440000,4925.47,20240130
34500000,4925.59,20240130
34560000,4927.12,20240130
34620000,4926.94,20240130
34680000,4925.67,20240130
34740000,4925.57,20240130
34800000,4926.25,20240130
34860000,4925.6,20240130
34920000,4925.86,20240130
34980000,4926.21,20240130
35040000,4926.85,20240130
35100000,4926.59,20240130
35160000,4926.02,20240130
35220000,4926.59,20240130
35280000,4927.15,20240130
35340000,4927.48,20240130
35400000,4927.33,20240130
35460000,4928.15,20240130
35520000,4927.78,20240130
35580000,4927.31,20240130
35640000,4927.75,20240130
35700000,4928.36,20240130
35760000,4927.33,20240130
35820000,4928.0,20240130
35880000,4927.64,20240130
35940000,4928.72,20240130
36000000,4929.52,20240130
36060000,4924.01,20240130
36120000,4920.32,20240130
36180000,4923.11,20240130
36240000,4922.64,20240130
36300000,4922.62,20240130
36360000,4921.28,20240130
36420000,4922.97,20240130
36480000,4923.9,20240130
36540000,4923.54,20240130
36600000,4924.28,20240130
36660000,4925.74,20240130
36720000,4924.56,20240130
36780000,4925.05,20240130
36840000,4924.27,20240130
36900000,4923.88,20240130
36960000,4924.15,20240130
37020000,4922.97,20240130
37080000,4924.06,20240130
37140000,4924.96,20240130
37200000,4924.04,20240130
37260000,4923.86,20240130
37320000,4923.0,20240130
37380000,4923.2,20240130
37440000,4923.76,20240130
37500000,4923.37,20240130
37560000,4921.5,20240130
37620000,4919.64,20240130
37680000,4921.21,20240130
37740000,4922.34,20240130
37800000,4923.0,20240130
37860000,4922.58,20240130
37920000,4922.96,20240130
37980000,4922.73,20240130
38040000,4923.27,20240130
38100000,4923.53,20240130
38160000,4922.82,20240130
38220000,4923.75,20240130
38280000,4923.88,20240130
38340000,4923.42,20240130
38400000,4922.45,20240130
38460000,4921.89,20240130
38520000,4922.52,20240130
38580000,4922.66,20240130
38640000,4920.55,20240130
38700000,4921.01,20240130
38760000,4919.51,20240130
38820000,4920.15,20240130
38880000,4920.94,20240130
38940000,4921.78,20240130
39000000,4921.69,20240130
39060000,4920.79,20240130
39120000,4922.26,20240130
39180000,4920.4,20240130
39240000,4919.47,20240130
39300000,4919.03,20240130
39360000,4919.45,20240130
39420000,4920.55,20240130
39480000,4920.6,20240130
39540000,4921.86,20240130
39600000,4921.83,20240130
39660000,4922.18,20240130
39720000,4921.74,20240130
39780000,4923.12,20240130
39840000,4922.94,20240130
39900000,4921.41,20240130
39960000,4922.54,20240130
40020000,4922.06,20240130
40080000,4920.64,20240130
40140000,4920.56,20240130
40200000,4921.23,20240130
40260000,4921.66,20240130
40320000,4923.12,20240130
40380000,4922.79,20240130
40440000,4920.88,20240130
40500000,4922.08,20240130
40560000,4922.69,20240130
40620000,4922.94,20240130
40680000,4923.17,20240130
40740000,4922.78,20240130
40800000,4922.58,20240130
40860000,4922.42,20240130
40920000,4923.51,20240130
40980000,4923.79,20240130
41040000,4923.74,20240130
41100000,4924.52,20240130
41160000,4923.97,20240130
41220000,4925.91,20240130
41280000,4925.8,20240130
41340000,4925.3,20240130
41400000,4925.74,20240130
41460000,4925.94,20240130
41520000,4927.13,20240130
41580000,4926.99,20240130
41640000,4926.5,20240130
41700000,4926.45,20240130
41760000,4926.07,20240130
41820000,4926.76,20240130
41880000,4927.09,20240130
41940000,4926.22,20240130
42000000,4927.44,20240130
42060000,4927.28,20240130
42120000,4926.85,20240130
42180000,4927.23,20240130
42240000,4927.52,20240130
42300000,4926.85,20240130
42360000,4928.07,20240130
42420000,4928.29,20240130
42480000,4927.95,20240130
42540000,4929.64,20240130
42600000,4929.03,20240130
42660000,4929.12,20240130
42720000,4929.97,20240130
42780000,4929.87,20240130
42840000,4928.8,20240130
42900000,4928.46,20240130
42960000,4928.39,20240130
43020000,4928.63,20240130
43080000,4929.14,20240130
43140000,4928.87,20240130
43200000,4928.61,20240130
43260000,4928.92,20240130
43320000,4929.07,20240130
43380000,4929.6,20240130
43440000,4928.52,20240130
43500000,4928.68,20240130
43560000,4928.6,20240130
43620000,4928.7,20240130
43680000,4928.98,20240130
43740000,4929.07,20240130
43800000,4929.61,20240130
43860000,4929.33,20240130
43920000,4928.89,20240130
43980000,4928.46,20240130
44040000,4928.66,20240130
44100000,4928.37,20240130
44160000,4926.46,20240130
44220000,4925.16,20240130
44280000,4925.46,20240130
44340000,4925.33,20240130
44400000,4925.51,20240130
44460000,4925.67,20240130
44520000,4926.41,20240130
44580000,4926.01,20240130
44640000,4924.91,20240130
44700000,4924.04,20240130
44760000,4924.03,20240130
